,Source,Target,Predicted,jaccard_tar_pre,jaccard_src_tar
2411,As a reference to the movie a herd of horses is running through the wilderness .,As a reference to the movie a herd of horses is running through the wilderness .,   970 a reference to the movie a herd of horses is running through the wilderness .,0.8666666666666667,1.0
2412,The pieces can not advance backwards and they can not be in any of the four boxes before their `` Home '' box .,The pieces can not advance backwards and they can not be in any of the four boxes before their `` Home '' box .,   7.5-9 pieces can not advance backwards and they can not be in any of the four boxes before their `` fugu `` box .,0.7916666666666666,1.0
2413,"Backergunje , or Bakarganj was a former district of British India in the Dacca division of Eastern Bengal and Assam , and is now mostly in Bangladesh .","Backergunje , or Bakarganj was a former district of British India in the Dacca division of Eastern Bengal and Assam , and is now mostly in Bangladesh .","   rebels , or rebels was a former district of sepoys vegetarian in the subcontinent division of za'atar hilsa and teips , and is now mostly in microfinance .",0.46875,1.0
2414,"If an NFL game is tied after four quarters , the teams play an additional period lasting up to 15 minutes .","In NFL football , if the game is tied after the four quarters , the two teams compete in one more 15 minute period called overtime .","   moduli an 4,353 game is tied after four quarters , the teams play an additional period lasting up to 15 minutes .",0.36363636363636365,0.40625
2415,Another formulation of this idea came later : `` Organisms which never leave their ancient area of distribution will never change '' .,Another formulation of this idea came later : `` Organisms which never leave their ancient area of distribution will never change '' .,   grandsons formulation of this idea came later : `` isolation which never leave their ancient area of distribution will never change `` .,0.782608695652174,1.0
2416,"The culture and people of the Dominican Republic , like its Spanish Caribbean neighbors , is a blend of the cultures of the Spanish colonists , African slaves , and Taíno natives . European , African and Taíno cultural elements are most prominent in food , family structure , religion and music .","The culture of the Dominican Republic , like in other Caribbean countries , is a mix of Taíno , African and European cultures .","   7.5-9 culture and people of the 1771 listy , like its racket constrictor neighbors , is a blend of the cultures of the racket colonists , non-venomous slaves , and cruelty natives . two-and-a-half-year , non-venomous and cruelty cultural elements are most prominent in food , family structure , religion and music .",0.2391304347826087,0.46153846153846156
2417,"In an attempt to make herring more appealing on the home market , companies tried to present it in a new way , creating herring fishfingers called `` herring savouries '' and were tested on the market against a bland control product of cod sticks , sold as `` fish fingers . ''","In an attempt to make herring more appealing on the home market , companies tried to present it in a new way , creating herring fishsticks called `` herring savouries '' and were tested on the market against a bland control product of cod sticks , sold as `` fish fingers . ''","   centennial an attempt to make herring more appealing on the home market , companies tried to present it in a new way , creating herring rebels called `` herring rebels `` and were tested on the market against a ulcers control product of cod sticks , sold as `` fish fingers . ``",0.8222222222222222,0.9534883720930233
2418,"After Monroe 's death , DiMaggio claimed her body and arranged her funeral .","After Monroe 's death , DiMaggio claimed her body and arranged her funeral .","   gaim brunette 's death , nightmare claimed her body and arranged her funeral .",0.625,1.0
2419,"Fuzûlî appears to have received a good education , first under his father - who was a mufti in the city of Al Hillah - and then under a teacher named Rahmetullah .",Fuzûlî was educated by his father - who was a mufti in the city of Al Hillah - and then by a teacher named Rahmetullah .,"   stipend appears to have received a good education , first under his father - who was a rebels in the city of 1031 rebels - and then under a teacher named rebels .",0.4411764705882353,0.6451612903225806
2420,"Other athletes have switched nationality , for example Wilson Kipketer was Kenyan but competed for Denmark too .","Other athletes have switched nationality , for example Wilson Kipketer was Kenyan but competed for Denmark too .","   huckleberries athletes have switched nationality , for example intentionality rebels was rebels but competed for ücksburg too .",0.5714285714285714,1.0
2421,"After obtaining all the money available , the outlaws ordered Scott , along with his wife , family , maids and tellers to accompany them to Faithful Creek where they were locked up with the other hostages , who included the station 's staff and some passing hawkers and sportsmen .","After taking all the money , the gang forced Scott , his wife , family , maids and tellers to go with them back to Faithful Creek . They were locked up with the other hostages .","   gaim obtaining all the money available , the outlaws ordered arranges , along with his wife , family , maids and tellers to mellow them to geyser draining where they were locked up with the other hostages , who included the station 's staff and some passing rebels and rebels .",0.3877551020408163,0.5
2422,The school has an all weather full sized tiger-turf sports pitch which the Wycombe Wanderers first team occasionally train on .,The school has an all weather sports pitch which which the Wycombe Wanderers first team sometimes train on .,   7.5-9 school has an all weather full sized rebels sports pitch which the outer-suburban defaulted first team occasionally train on .,0.56,0.7727272727272727
